customer_id,customer_name,customer_gender,customer_birthdate,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude,is_business,age,years_as_customer,lifetime_spend,spend_per_year,education_level,2D_DBSCAN_clusters,3D_DBSCAN_cluster,cluster
19348,Bsc. Kirby Turner,male,1997-09-20 12:04:00,0.0,0.0,0.0,3.0,6952.0,1305.0,20.0,392.0,427.0,454.0,688.0,662.0,82.0,347.0,528.0,0.1415569228253472,2008.0,,38.766839574465806,-9.093141447785356,0,26,13.0,11309.0,869.9230769230769,1,6,6,5
8887,Bsc. Beatrice Martin,female,1996-03-18 04:36:00,0.0,0.0,0.0,3.0,6605.0,387.0,20.0,406.0,380.0,442.0,716.0,679.0,102.0,528.0,435.0,0.1484267498708872,2015.0,,38.75821388743347,-9.157147467022437,0,27,6.0,10245.0,1707.5,1,6,6,5
17466,Msc. Ben Routhier,male,1992-08-31 06:25:00,0.0,0.0,0.0,3.0,6556.0,1406.0,21.0,488.0,509.0,460.0,680.0,720.0,209.0,397.0,439.0,0.1452047489192053,2006.0,,38.74044989558015,-9.149476912634936,0,31,15.0,11425.0,761.6666666666666,2,6,6,5
17572,Msc. Darla Blackshear,female,1997-08-28 04:06:00,0.0,0.0,0.0,3.0,6539.0,1042.0,21.0,354.0,309.0,355.0,752.0,821.0,122.0,489.0,445.0,0.147943953748197,2014.0,,38.75025190462867,-9.170388730747066,0,26,7.0,10783.0,1540.428571428571,2,6,6,5
23937,Phd. Ronnie Mountain,male,1996-11-24 09:55:00,0.0,0.0,0.0,3.0,7303.0,1163.0,18.0,374.0,298.0,321.0,729.0,714.0,228.0,358.0,579.0,0.1561462214251647,2010.0,,38.74700420894512,-9.193499357249094,0,27,11.0,11488.0,1044.3636363636365,3,6,6,5
1835,Bsc. Barbara Bowen,female,1991-09-08 12:58:00,0.0,0.0,0.0,3.0,6715.0,1133.0,18.0,498.0,385.0,323.0,684.0,713.0,189.0,435.0,596.0,0.1534774120399395,2007.0,983323.0,38.739530192519176,-9.151951315027894,0,32,14.0,11075.0,791.0714285714286,1,6,6,5
5314,Msc. Lauren Riddle,female,1992-11-13 10:54:00,1.0,0.0,0.0,4.0,7871.0,619.0,18.0,419.0,384.0,419.0,700.0,666.0,70.0,576.0,498.0,0.1455865298407361,2015.0,961948.0,38.74084789961781,-9.158997284107128,0,31,6.0,11724.0,1954.0,2,6,6,5
29860,Manuel Moriarity,male,1992-10-03 04:39:00,1.0,0.0,0.0,3.0,6584.0,1018.0,19.0,378.0,434.0,454.0,757.0,654.0,231.0,580.0,405.0,0.1518659534954764,2011.0,,38.745258283880695,-9.194383031561944,0,31,10.0,11090.0,1109.0,0,6,6,5
20590,Msc. Monica Montano,female,1992-02-29 10:01:00,0.0,0.0,0.0,4.0,6769.0,1145.0,18.0,332.0,318.0,430.0,677.0,645.0,286.0,494.0,469.0,0.145422509837705,2010.0,,38.739613590351794,-9.19816928295564,0,31,11.0,11096.0,1008.7272727272727,2,6,6,5
646,Phd. Mary Gamache,female,1992-08-09 01:08:00,1.0,0.0,0.0,3.0,7088.0,1005.0,18.0,483.0,316.0,339.0,575.0,727.0,233.0,536.0,504.0,0.1540710099790419,2013.0,961820.0,38.76580322495223,-9.101793502988066,0,31,8.0,11302.0,1412.75,3,6,6,5
15157,Phd. Robert Gaines,male,1997-10-31 04:16:00,1.0,0.0,0.0,2.0,6611.0,943.0,17.0,426.0,453.0,431.0,769.0,710.0,372.0,553.0,444.0,0.1367831513018418,2008.0,,38.72796856316141,-9.146440581454442,0,26,13.0,11268.0,866.7692307692307,3,6,6,5
9129,Msc. Judy Estrada,female,1996-09-09 01:41:00,0.0,0.0,0.0,3.0,6770.0,883.0,19.0,367.0,430.0,426.0,685.0,643.0,124.0,684.0,640.0,0.1423399281321982,2007.0,,38.73405855463526,-9.190183615797809,0,27,14.0,11012.0,786.5714285714286,2,6,6,5
17322,Msc. Gerri Wyatt,female,1991-07-05 11:08:00,1.0,0.0,0.0,3.0,6865.0,1048.0,19.0,317.0,382.0,423.0,729.0,669.0,391.0,549.0,475.0,0.1418729606692569,2010.0,,38.76372817942261,-9.15696895198564,0,32,11.0,11373.0,1033.909090909091,2,6,6,5
12647,Bsc. Gregory Kling,male,1991-10-10 09:07:00,0.0,0.0,0.0,3.0,7057.0,774.0,19.0,333.0,391.0,430.0,688.0,730.0,33.0,383.0,644.0,0.1504966831623101,2009.0,,38.733182722553,-9.14020365728942,0,32,12.0,10819.0,901.5833333333334,1,6,6,5
27233,Sue Simon,female,1991-08-25 04:12:00,0.0,0.0,0.0,3.0,7837.0,1041.0,20.0,355.0,370.0,382.0,685.0,738.0,136.0,467.0,619.0,0.1465306851503484,2008.0,,38.75609742941516,-9.167765151792352,0,32,13.0,12011.0,923.9230769230768,0,6,6,5
20195,Phd. George Schwenck,male,1990-08-29 08:07:00,0.0,0.0,0.0,3.0,6555.0,1072.0,19.0,458.0,306.0,409.0,763.0,673.0,270.0,463.0,479.0,0.1503315477554112,2013.0,,38.72945452751275,-9.18581192593423,0,33,8.0,10969.0,1371.125,3,6,6,5
13204,Bsc. Tammy Clemments,female,1996-03-30 12:03:00,0.0,0.0,0.0,2.0,7649.0,804.0,19.0,407.0,446.0,405.0,773.0,711.0,142.0,414.0,572.0,0.1483538065904882,2012.0,,38.7501234832439,-9.171873570335803,0,27,9.0,11751.0,1305.6666666666667,1,6,6,5
25732,Deborah Blank,female,1993-11-12 08:37:00,0.0,0.0,0.0,3.0,6532.0,1247.0,17.0,380.0,436.0,364.0,592.0,591.0,268.0,465.0,511.0,0.1460316524522497,2011.0,,38.77277718087184,-9.09862989001063,0,30,10.0,10875.0,1087.5,0,6,6,5
9224,Msc. Gary Celedon,male,1991-07-05 01:13:00,1.0,0.0,0.0,2.0,6220.0,911.0,20.0,386.0,280.0,394.0,758.0,682.0,125.0,497.0,419.0,0.1589579216558548,2006.0,,38.755158625463565,-9.095877540816414,0,32,15.0,10253.0,683.5333333333333,2,6,6,5
25993,Leticia Fitzgerald,female,1990-09-04 05:32:00,0.0,0.0,1.0,3.0,7680.0,886.0,18.0,403.0,399.0,368.0,732.0,704.0,291.0,519.0,424.0,0.143433005241435,2011.0,,38.754920222333,-9.182904688880525,0,33,10.0,11982.0,1198.2,0,6,6,5
6660,Msc. Gerardo Simpson,male,1990-07-09 02:42:00,0.0,0.0,0.0,3.0,7961.0,823.0,20.0,356.0,426.0,418.0,755.0,640.0,4.0,433.0,549.0,0.1490465901861142,2006.0,,38.73726145985483,-9.14124937762985,0,33,15.0,11816.0,787.7333333333333,2,6,6,5
1150,Bsc. Michael Coffey,male,1991-05-06 09:30:00,0.0,0.0,0.0,4.0,7306.0,1136.0,18.0,339.0,397.0,417.0,794.0,779.0,302.0,670.0,358.0,0.1489327195574068,2010.0,960142.0,38.73528300912503,-9.194228058524663,0,32,11.0,12140.0,1103.6363636363635,1,6,6,5
14774,Bsc. James Maust,male,1992-01-20 05:38:00,0.0,0.0,0.0,3.0,7611.0,1074.0,19.0,461.0,426.0,400.0,633.0,739.0,209.0,428.0,624.0,0.1502076044084951,2013.0,,38.771457771360936,-9.092273928293327,0,31,8.0,11981.0,1497.625,1,6,6,5
1589,Msc. Emily Hernandez,female,1996-01-05 04:10:00,0.0,0.0,0.0,4.0,7360.0,937.0,21.0,394.0,455.0,371.0,645.0,743.0,256.0,454.0,556.0,0.1440358247236871,2006.0,917792.0,38.74392490296654,-9.194243427060856,0,27,15.0,11615.0,774.3333333333334,2,6,6,5
5223,Msc. Rosa Stevens,female,1990-11-23 03:51:00,1.0,0.0,0.0,2.0,7614.0,1063.0,17.0,417.0,306.0,366.0,725.0,720.0,291.0,343.0,504.0,0.1365852089190196,2009.0,932359.0,38.74755618599414,-9.168587990523427,0,33,12.0,11845.0,987.0833333333334,2,6,6,5
27326,Norma Pinion,female,1993-11-09 06:52:00,0.0,0.0,0.0,4.0,6481.0,909.0,19.0,429.0,326.0,328.0,639.0,651.0,133.0,690.0,526.0,0.150666945335154,2007.0,,38.730208025359545,-9.200488853815813,0,30,14.0,10586.0,756.1428571428571,0,6,6,5
25190,John Luechtefeld,male,1992-01-12 07:46:00,0.0,0.0,0.0,3.0,7562.0,1362.0,19.0,361.0,426.0,409.0,673.0,662.0,123.0,648.0,556.0,0.1511421520529573,2012.0,,38.737004320624365,-9.146553607103977,0,31,9.0,12226.0,1358.4444444444443,0,6,6,5
18198,Msc. Joe Schueller,male,1994-04-12 06:44:00,1.0,0.0,0.0,3.0,6452.0,583.0,20.0,422.0,373.0,472.0,581.0,736.0,239.0,470.0,511.0,0.1435514187968576,2011.0,,38.73805886482957,-9.201214309237042,0,29,10.0,10328.0,1032.8,2,6,6,5
14565,Bsc. Hilma Myron,female,1994-01-19 06:06:00,0.0,0.0,0.0,3.0,7000.0,1232.0,20.0,422.0,396.0,357.0,650.0,810.0,80.0,350.0,558.0,0.1389999639795915,2011.0,,38.75385091606904,-9.18281881436181,0,29,10.0,11297.0,1129.7,1,6,6,5
283,Bsc. Chris Wright,male,1996-08-30 10:09:00,1.0,0.0,0.0,4.0,7615.0,775.0,19.0,402.0,374.0,272.0,690.0,711.0,366.0,574.0,653.0,0.1504526906399668,2011.0,988297.0,38.74540542242301,-9.180453425727912,0,27,10.0,11779.0,1177.9,1,6,6,5
23003,Phd. Terrance Sanchez,male,1993-05-08 09:57:00,0.0,0.0,0.0,3.0,6922.0,977.0,19.0,471.0,325.0,435.0,614.0,697.0,315.0,484.0,507.0,0.1480315746807101,2003.0,,38.76145078987003,-9.10019257398858,0,30,18.0,11240.0,624.4444444444445,3,6,6,5
22163,Bsc. Travis Muir,male,1994-06-07 10:10:00,1.0,0.0,0.0,3.0,7633.0,935.0,20.0,354.0,350.0,381.0,718.0,706.0,4.0,614.0,376.0,0.1434284556571111,2008.0,,38.75501639032257,-9.177776617080172,0,29,13.0,11695.0,899.6153846153846,1,6,6,5
15296,Phd. Leslie Sargent,female,1993-11-06 02:38:00,0.0,0.0,0.0,3.0,7101.0,769.0,17.0,376.0,440.0,447.0,617.0,741.0,276.0,301.0,495.0,0.1585860365560486,2008.0,,38.76197148814295,-9.092225448042688,0,30,13.0,11068.0,851.3846153846154,3,6,6,5
11988,Msc. John Tolston,male,1992-04-23 03:02:00,0.0,0.0,0.0,3.0,7641.0,1040.0,20.0,416.0,376.0,448.0,737.0,691.0,28.0,753.0,564.0,0.1470089488640238,2013.0,,38.73690785053828,-9.152287755877555,0,31,8.0,12130.0,1516.25,2,6,6,5
24251,Catherine Joyce,female,1997-06-10 04:22:00,0.0,0.0,0.0,3.0,6801.0,1185.0,20.0,447.0,289.0,375.0,722.0,722.0,135.0,484.0,498.0,0.1612058961818646,2012.0,,38.73923782299183,-9.191507711035742,0,26,9.0,11160.0,1240.0,0,6,6,5
27198,Peggy Goff,female,1997-04-07 10:05:00,0.0,0.0,0.0,3.0,6329.0,1260.0,20.0,450.0,364.0,397.0,688.0,720.0,358.0,524.0,600.0,0.1454619670068254,2010.0,,38.74933583606835,-9.168467075626808,0,26,11.0,11090.0,1008.181818181818,0,6,6,5
1594,Bsc. Brent Genova,male,1991-10-15 09:58:00,0.0,0.0,0.0,3.0,6795.0,1077.0,20.0,441.0,366.0,344.0,775.0,769.0,285.0,401.0,365.0,0.1505279144407533,2005.0,959343.0,38.76920599525865,-9.102589095199844,0,32,16.0,11253.0,703.3125,1,6,6,5
8048,Phd. Ethel Carrere,female,1991-09-10 06:50:00,0.0,0.0,0.0,2.0,6188.0,783.0,21.0,397.0,381.0,347.0,717.0,667.0,149.0,571.0,580.0,0.1471727639378368,2005.0,,38.752253959395176,-9.170479624996428,0,32,16.0,10200.0,637.5,3,6,6,5
28499,Benjamin Jackson,male,1993-03-30 07:44:00,0.0,0.0,0.0,3.0,8148.0,987.0,20.0,471.0,353.0,382.0,692.0,654.0,289.0,392.0,289.0,0.1443943453669976,2008.0,,38.76742447271824,-9.096387526245598,0,30,13.0,12368.0,951.3846153846154,0,6,6,5
377,Phd. Karen Salmon,female,1996-03-20 03:18:00,0.0,0.0,0.0,3.0,7256.0,680.0,19.0,374.0,494.0,404.0,691.0,577.0,208.0,599.0,532.0,0.1498732066023276,2016.0,923329.0,38.7574870948029,-9.095365406669329,0,27,5.0,11283.0,2256.6,3,6,6,5
24147,Eugene Hurley,male,1990-01-30 08:55:00,0.0,0.0,0.0,3.0,7442.0,867.0,18.0,316.0,327.0,568.0,782.0,742.0,250.0,537.0,616.0,0.1555210214489754,2009.0,,38.73001687022852,-9.205072001291628,0,33,12.0,11831.0,985.9166666666666,0,6,6,5
26640,Scott Shaw,male,1996-10-29 02:25:00,0.0,0.0,0.0,3.0,7489.0,899.0,20.0,283.0,428.0,355.0,651.0,710.0,148.0,497.0,634.0,0.1606395930858297,2006.0,,38.76254101094023,-9.159064774175578,0,27,15.0,11460.0,764.0,0,6,6,5
19975,Msc. Martha Gagnon,female,1996-10-15 08:17:00,0.0,0.0,0.0,3.0,8173.0,708.0,18.0,406.0,328.0,428.0,668.0,716.0,258.0,416.0,438.0,0.1528349006690869,2013.0,,38.73729756108882,-9.15518147406297,0,27,8.0,12101.0,1512.625,2,6,6,5
1816,Bsc. Juan Sakkinen,male,1994-04-24 07:27:00,0.0,0.0,0.0,3.0,7397.0,967.0,19.0,433.0,427.0,350.0,723.0,744.0,407.0,606.0,512.0,0.1475099408482883,2008.0,999943.0,38.730536651170375,-9.146580815624262,0,29,13.0,12054.0,927.2307692307692,1,6,6,5
18746,Phd. Courtney Latus,female,1994-08-30 09:29:00,0.0,0.0,0.0,2.0,7558.0,945.0,20.0,373.0,453.0,397.0,685.0,705.0,275.0,454.0,537.0,0.1481104603167791,2011.0,,38.75686469948298,-9.165147465019468,0,29,10.0,11845.0,1184.5,3,6,6,5
12797,Phd. Amy Newsom,female,1993-11-13 05:06:00,1.0,0.0,0.0,4.0,6355.0,851.0,17.0,472.0,363.0,412.0,652.0,700.0,249.0,334.0,428.0,0.1551305626906474,2010.0,,38.76454901255303,-9.104241344293976,0,30,11.0,10388.0,944.3636363636364,3,6,6,5
9732,Msc. Mark Fuller,male,1993-09-07 08:42:00,0.0,0.0,0.0,3.0,6734.0,1232.0,20.0,320.0,338.0,384.0,717.0,661.0,260.0,539.0,484.0,0.1486098141171025,2006.0,,38.7394432450847,-9.190397123170168,0,30,15.0,11185.0,745.6666666666666,2,6,6,5
28196,Matthew Whitcher,male,1991-12-31 05:44:00,0.0,0.0,0.0,3.0,7165.0,919.0,19.0,354.0,297.0,342.0,759.0,717.0,27.0,539.0,482.0,0.1516201828601477,2011.0,,38.73770354836311,-9.15806445035544,0,32,10.0,11119.0,1111.9,0,6,6,5
14304,Bsc. Thomas Vanwinkle,male,1995-10-22 03:48:00,0.0,0.0,0.0,3.0,7329.0,722.0,18.0,469.0,408.0,400.0,691.0,772.0,265.0,533.0,449.0,0.1520726181831269,2007.0,,38.743371196155344,-9.15017117909492,0,28,14.0,11589.0,827.7857142857143,1,6,6,5
10414,Bsc. Leonard Minor,male,1996-07-13 10:28:00,0.0,0.0,0.0,3.0,7430.0,1175.0,19.0,354.0,425.0,345.0,640.0,593.0,61.0,429.0,474.0,0.1463238491585341,2009.0,,38.76495116252327,-9.09230408077298,0,27,12.0,11452.0,954.3333333333334,1,6,6,5
26275,Kathryn Kampman,female,1996-10-25 10:11:00,0.0,0.0,0.0,3.0,6437.0,914.0,19.0,395.0,432.0,445.0,627.0,691.0,313.0,506.0,703.0,0.1492013977660999,2013.0,,38.76671163183061,-9.170869465874912,0,27,8.0,10760.0,1345.0,0,6,6,5
27621,Mildred Godfrey,female,1995-02-08 10:09:00,0.0,0.0,0.0,3.0,8048.0,1203.0,19.0,364.0,430.0,372.0,648.0,754.0,275.0,643.0,466.0,0.1491147663224604,2008.0,,38.76122717064731,-9.168978031074234,0,28,13.0,12737.0,979.7692307692308,0,6,6,5
8937,Msc. Maria Gray,female,1995-02-23 06:30:00,0.0,0.0,0.0,4.0,6299.0,1118.0,20.0,375.0,482.0,400.0,770.0,778.0,350.0,465.0,377.0,0.1568789680973744,2006.0,,38.7466659667857,-9.201471992355073,0,28,15.0,11037.0,735.8,2,6,6,5
22495,Msc. Brian Vessels,male,1991-12-24 01:19:00,0.0,0.0,0.0,2.0,6816.0,1134.0,18.0,393.0,258.0,331.0,691.0,693.0,160.0,474.0,586.0,0.1555975775855043,2012.0,,38.73500982002072,-9.193990039968876,0,32,9.0,10950.0,1216.6666666666667,2,6,6,5
325,Bsc. Jose Foster,male,1995-01-07 02:44:00,0.0,0.0,0.0,2.0,7140.0,817.0,19.0,346.0,337.0,477.0,683.0,642.0,222.0,692.0,480.0,0.1501334298082815,2012.0,973602.0,38.73242532189456,-9.187458774422856,0,28,9.0,11356.0,1261.7777777777778,1,6,6,5
10293,Phd. Maureen Grant,female,1997-09-13 02:19:00,0.0,0.0,0.0,3.0,6754.0,597.0,20.0,419.0,492.0,454.0,672.0,726.0,77.0,535.0,411.0,0.1503325731533486,2014.0,,38.74101423814682,-9.14714935116013,0,26,7.0,10726.0,1532.2857142857142,3,6,6,5
26104,Summer Bell,female,1993-06-18 03:35:00,0.0,0.0,0.0,4.0,7141.0,680.0,19.0,423.0,409.0,402.0,768.0,609.0,149.0,383.0,446.0,0.1527020595085523,2007.0,,38.75430242676204,-9.17417184066906,0,30,14.0,10964.0,783.1428571428571,0,6,6,5
13137,Bsc. Bertie Miller,female,1996-02-14 04:40:00,0.0,0.0,0.0,2.0,6972.0,1086.0,16.0,362.0,332.0,426.0,789.0,746.0,130.0,483.0,504.0,0.1591946726241898,2010.0,,38.73498941295651,-9.190488728444434,0,27,11.0,11326.0,1029.6363636363635,1,6,6,5
12653,Bsc. Faye Wilson,female,1990-11-25 04:45:00,1.0,0.0,0.0,4.0,6845.0,953.0,19.0,436.0,392.0,503.0,664.0,703.0,361.0,564.0,541.0,0.1511577077921378,2007.0,,38.74618371440978,-9.2016385678374,0,33,14.0,11421.0,815.7857142857143,1,6,6,5
14769,Phd. Bessie Summers,female,1991-08-08 09:27:00,0.0,0.0,0.0,3.0,7381.0,807.0,17.0,332.0,426.0,481.0,704.0,698.0,344.0,602.0,393.0,0.146056406889937,2009.0,,38.76138109960648,-9.094813017361684,0,32,12.0,11775.0,981.25,3,6,6,5
15713,Bsc. Gloria Aaron,female,1995-07-18 10:09:00,0.0,0.0,0.0,3.0,6351.0,1107.0,19.0,347.0,362.0,388.0,767.0,669.0,117.0,375.0,522.0,0.1549165410483436,2006.0,,38.745576800122784,-9.18658934226618,0,28,15.0,10483.0,698.8666666666667,1,6,6,5
16631,Msc. Tyron Rosado,male,1992-04-07 03:26:00,0.0,0.0,0.0,3.0,6084.0,1186.0,19.0,406.0,275.0,391.0,691.0,667.0,238.0,440.0,558.0,0.1451453330495594,2009.0,,38.73707062457411,-9.140576767256116,0,31,12.0,10378.0,864.8333333333334,2,6,6,5
18678,Phd. Griselda Picard,female,1993-08-17 02:17:00,0.0,0.0,0.0,2.0,6948.0,1278.0,17.0,445.0,346.0,292.0,653.0,720.0,250.0,468.0,516.0,0.1492665867047571,2009.0,,38.75767903212563,-9.09862989001063,0,30,12.0,11400.0,950.0,3,6,6,5
8403,Msc. Leslie Lam,male,1991-02-04 03:33:00,0.0,0.0,0.0,4.0,7807.0,1015.0,19.0,399.0,417.0,414.0,696.0,711.0,239.0,652.0,426.0,0.1522067676815504,2008.0,,38.737576942096254,-9.191799185530169,0,32,13.0,12350.0,950.0,2,6,6,5
28312,Barbara Barton,female,1996-05-19 03:28:00,0.0,0.0,0.0,4.0,7131.0,715.0,19.0,425.0,291.0,318.0,732.0,652.0,40.0,258.0,401.0,0.1462137872495381,2011.0,,38.76863459206727,-9.160913254397814,0,27,10.0,10562.0,1056.2,0,6,6,5
8817,Phd. Sarah Thompson,female,1991-11-08 09:47:00,0.0,0.0,0.0,3.0,7697.0,967.0,21.0,408.0,464.0,434.0,611.0,676.0,137.0,628.0,558.0,0.1500406384571185,2011.0,,38.75320876257053,-9.163080727823186,0,32,10.0,12022.0,1202.2,3,6,6,5
3190,Bsc. Tammy Sizemore,female,1993-05-05 12:53:00,0.0,0.0,0.0,2.0,6440.0,831.0,20.0,481.0,414.0,361.0,659.0,683.0,56.0,417.0,258.0,0.1414121118475491,2007.0,907201.0,38.74360613130914,-9.157110636038404,0,30,14.0,10342.0,738.7142857142857,1,6,6,5
5152,Phd. Delores Helms,female,1997-10-18 08:58:00,0.0,0.0,0.0,3.0,6928.0,1323.0,19.0,324.0,302.0,560.0,630.0,693.0,98.0,446.0,332.0,0.1575553505000442,2010.0,941337.0,38.74122694102154,-9.194679749262836,0,26,11.0,11304.0,1027.6363636363635,3,6,6,5
5778,Phd. Don Fuller,male,1996-11-23 12:52:00,0.0,0.0,0.0,3.0,7142.0,876.0,19.0,461.0,412.0,410.0,658.0,730.0,221.0,485.0,469.0,0.1535542286297317,2018.0,969764.0,38.76875942827864,-9.105167125439232,0,27,3.0,11395.0,3798.3333333333335,3,6,6,5
23298,Msc. Jack Johnson,male,1994-10-02 05:36:00,0.0,0.0,0.0,2.0,7944.0,1154.0,19.0,437.0,327.0,492.0,699.0,705.0,80.0,624.0,416.0,0.1555159370394342,2006.0,,38.74666197664536,-9.201265069082256,0,29,15.0,12462.0,830.8,2,6,6,5
16443,Msc. James Chouinard,male,1997-10-17 06:13:00,0.0,0.0,0.0,3.0,6436.0,1136.0,20.0,457.0,411.0,304.0,735.0,662.0,145.0,219.0,485.0,0.1461885885467551,2013.0,,38.77000413422807,-9.17042878328683,0,26,8.0,10505.0,1313.125,2,6,6,5
1592,Phd. Doris Richins,female,1993-07-28 11:16:00,0.0,0.0,0.0,3.0,6432.0,999.0,19.0,431.0,372.0,413.0,747.0,753.0,204.0,289.0,368.0,0.1459296150103254,2002.0,910306.0,38.74455011138517,-9.163041480876236,0,30,19.0,10640.0,560.0,3,6,6,5
15101,Msc. Nancy Berg,female,1994-11-28 04:56:00,0.0,0.0,0.0,4.0,6778.0,876.0,21.0,379.0,473.0,375.0,623.0,736.0,77.0,722.0,503.0,0.1455671929599823,2009.0,,38.75800714479697,-9.091423069914072,0,29,12.0,11039.0,919.9166666666666,2,6,6,5
23316,Msc. Matthew Amador,male,1990-12-29 08:49:00,1.0,0.0,0.0,3.0,6700.0,882.0,19.0,400.0,473.0,445.0,701.0,661.0,5.0,606.0,618.0,0.147031668609419,2005.0,,38.73427944716888,-9.14557973902214,0,33,16.0,10873.0,679.5625,2,6,6,5
1048,Msc. Gary Fry,male,1996-03-04 05:31:00,0.0,0.0,0.0,3.0,6910.0,558.0,18.0,385.0,337.0,400.0,744.0,652.0,119.0,489.0,627.0,0.1500943567860649,2010.0,998942.0,38.73203902648336,-9.189022293703848,0,27,11.0,10594.0,963.0909090909092,2,6,6,5
6232,Bsc. Mario Rowe,male,1992-05-06 03:38:00,1.0,0.0,0.0,3.0,7046.0,641.0,20.0,373.0,462.0,407.0,738.0,640.0,306.0,485.0,406.0,0.1472625117980017,2014.0,944091.0,38.75977342365962,-9.09862989001063,0,31,7.0,11098.0,1585.428571428571,1,6,6,5
27025,Josephine Laban,female,1993-01-20 09:00:00,0.0,0.0,0.0,3.0,7129.0,1060.0,19.0,397.0,331.0,363.0,760.0,632.0,222.0,705.0,439.0,0.1479322849211963,2013.0,,38.74948880300555,-9.177262500929734,0,30,8.0,11599.0,1449.875,0,6,6,5
19727,Msc. April Oliver,female,1995-03-06 06:35:00,0.0,0.0,0.0,4.0,7932.0,1197.0,21.0,369.0,382.0,441.0,686.0,701.0,364.0,565.0,445.0,0.1476213491842855,2006.0,,38.76791604130015,-9.164304014416825,0,28,15.0,12637.0,842.4666666666667,2,6,6,5
