customer_id,customer_name,customer_gender,customer_birthdate,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude,is_business,age,years_as_customer,lifetime_spend,spend_per_year,education_level,2D_DBSCAN_clusters,3D_DBSCAN_cluster,cluster
8,Phd. Kenneth Morano,male,1963-08-27 03:29:00,5.0,3.0,1.0,3.0,5221.0,227.0,22.0,627.0,747.0,455.0,1099.0,1200.0,422.0,1004.0,2262.0,0.2019927872200778,2012.0,944806.0,38.73714543751996,-9.185265769822792,0,60,9.0,11002.0,1222.4444444444443,3,3,3,2
4078,Phd. Hannah Sexton,female,1994-02-11 09:01:00,3.0,2.0,1.0,3.0,5228.0,183.0,20.0,509.0,992.0,533.0,1071.0,1125.0,485.0,976.0,1991.0,0.204603116275352,2012.0,975301.0,38.755709034048216,-9.172067968760636,0,29,9.0,11102.0,1233.5555555555557,3,3,3,2
17547,William Hoang,male,1981-10-20 12:48:00,2.0,4.0,1.0,2.0,5324.0,200.0,12.0,431.0,834.0,486.0,982.0,839.0,480.0,1025.0,1902.0,0.1955582765624234,2009.0,,38.777613501539314,-9.169406413252927,0,42,12.0,10601.0,883.4166666666666,0,3,3,2
20350,Reginald Delacruz,male,1972-05-29 05:36:00,5.0,1.0,1.0,3.0,5018.0,196.0,18.0,616.0,904.0,336.0,972.0,1049.0,444.0,929.0,1986.0,0.193501333295102,2011.0,,38.75740460185041,-9.185068865936572,0,51,10.0,10464.0,1046.4,0,3,3,2
20642,Brian Black,male,1990-05-25 03:33:00,3.0,2.0,1.0,3.0,5184.0,162.0,18.0,538.0,1004.0,601.0,992.0,1043.0,318.0,987.0,1901.0,0.2020333813608255,2010.0,,38.75020409905482,-9.166367436949718,0,33,11.0,10829.0,984.4545454545456,0,3,3,2
14253,Phd. Elizabeth Wilmot,female,1958-05-15 09:42:00,0.0,2.0,1.0,4.0,5143.0,192.0,20.0,709.0,931.0,513.0,1111.0,1170.0,338.0,940.0,1914.0,0.1935496047236116,2007.0,,38.7429128094989,-9.14961633665571,0,65,14.0,11047.0,789.0714285714286,3,3,3,2
27077,Tania Ethridge,female,1940-09-09 01:22:00,2.0,2.0,1.0,3.0,4810.0,217.0,7.0,694.0,914.0,416.0,1229.0,958.0,472.0,936.0,1957.0,0.1953316857272463,2010.0,,38.76926972891319,-9.151001632142409,0,83,11.0,10646.0,967.818181818182,0,3,3,2
9802,Bsc. Anthony Crowell,male,1969-09-15 09:30:00,5.0,2.0,1.0,3.0,5273.0,170.0,20.0,619.0,802.0,577.0,1035.0,1020.0,507.0,1001.0,1939.0,0.2091353554445413,2009.0,,38.75988854747932,-9.172239264877687,0,54,12.0,11004.0,917.0,1,3,3,2
13747,Bsc. Reyna Hunt,female,1941-08-05 11:31:00,3.0,2.0,1.0,2.0,5066.0,211.0,17.0,643.0,795.0,537.0,1009.0,1149.0,554.0,996.0,2105.0,0.2046598893670442,2008.0,,38.73289103791222,-9.186380809365115,0,82,13.0,10960.0,843.0769230769231,1,3,3,2
1537,Phd. Alex Morton,male,1945-03-23 03:09:00,2.0,1.0,1.0,4.0,4903.0,219.0,16.0,741.0,966.0,349.0,1133.0,941.0,436.0,833.0,1901.0,0.1965813036839282,2009.0,929590.0,38.73893980131463,-9.170324971809393,0,78,12.0,10521.0,876.75,3,3,3,2
21792,Kelly West,female,1940-09-25 03:42:00,5.0,2.0,0.0,3.0,5403.0,213.0,18.0,645.0,917.0,527.0,1063.0,1067.0,568.0,1160.0,1992.0,0.2012767886992189,2013.0,,38.73550747990245,-9.190331031054992,0,83,8.0,11563.0,1445.375,0,3,3,2
12667,Bsc. Deborah Morris,female,1990-07-17 07:45:00,3.0,1.0,0.0,4.0,4958.0,190.0,20.0,506.0,928.0,638.0,1137.0,985.0,482.0,1010.0,2181.0,0.1953046103649444,2010.0,,38.777917449354526,-9.09862989001063,0,33,11.0,10834.0,984.9090909090908,1,3,3,2
8477,Phd. Matthew Anderson,male,1998-03-04 09:26:00,2.0,2.0,1.0,2.0,5029.0,221.0,18.0,521.0,851.0,729.0,924.0,1000.0,572.0,1029.0,1984.0,0.2026660735196847,2010.0,948742.0,38.77286887684619,-9.102626956347152,0,25,11.0,10876.0,988.7272727272727,3,3,3,2
7013,Msc. Lisa Collins,female,1977-02-04 07:29:00,6.0,1.0,1.0,3.0,5060.0,192.0,16.0,525.0,691.0,451.0,1197.0,1116.0,428.0,870.0,2071.0,0.1969683148191965,2013.0,925997.0,38.73209205631334,-9.134802351919856,0,46,8.0,10530.0,1316.25,2,3,3,2
12947,Phd. Ronald Wilborn,male,1972-03-19 01:02:00,2.0,1.0,1.0,3.0,5062.0,201.0,18.0,874.0,1043.0,542.0,1162.0,1160.0,624.0,878.0,1950.0,0.1979502811874587,2009.0,,38.76392417276376,-9.184638531577882,0,51,12.0,11546.0,962.1666666666666,3,3,3,2
19945,Willie Fann,male,1989-11-08 08:11:00,2.0,1.0,1.0,2.0,4960.0,210.0,18.0,596.0,706.0,559.0,1006.0,1204.0,383.0,1116.0,1959.0,0.2086299557083181,2009.0,,38.76261678555543,-9.157030315952923,0,34,12.0,10740.0,895.0,0,3,3,2
8963,Phd. Angela Witt,female,1960-07-04 05:19:00,0.0,1.0,0.0,3.0,4644.0,221.0,15.0,551.0,871.0,615.0,1055.0,1239.0,572.0,1002.0,2110.0,0.199069342838078,2009.0,911802.0,38.74483764681504,-9.180496295587488,0,63,12.0,10770.0,897.5,3,3,3,2
11455,Bsc. Ernest Perryman,male,1980-05-08 04:07:00,2.0,1.0,1.0,4.0,5052.0,230.0,17.0,362.0,781.0,332.0,1152.0,1017.0,437.0,933.0,2061.0,0.1934072346331197,2007.0,,38.74473378219963,-9.107097754882943,0,43,14.0,10296.0,735.4285714285714,1,3,3,2
19595,Adam Jackson,male,1988-07-16 08:39:00,6.0,1.0,1.0,3.0,4959.0,229.0,16.0,804.0,861.0,587.0,1134.0,973.0,596.0,971.0,1965.0,0.1887907631335718,2014.0,,38.7518167164313,-9.09862989001063,0,35,7.0,11114.0,1587.7142857142858,0,3,3,2
18113,Tim Ward,male,1990-05-06 09:50:00,5.0,0.0,1.0,3.0,4885.0,181.0,18.0,705.0,957.0,449.0,973.0,1071.0,553.0,929.0,1916.0,0.2036079135654803,2009.0,,38.74502613996587,-9.151821514815648,0,33,12.0,10703.0,891.9166666666666,0,3,3,2
119,Msc. Tina Mallard,female,1952-06-05 06:48:00,7.0,0.0,1.0,3.0,5412.0,203.0,14.0,647.0,1025.0,588.0,970.0,1239.0,578.0,1053.0,1899.0,0.2119383346152039,2006.0,902541.0,38.76079423184678,-9.155389795157223,0,71,15.0,11715.0,781.0,2,3,3,2
11001,Msc. Jim Kunzel,male,1985-02-10 11:10:00,3.0,3.0,1.0,2.0,4865.0,192.0,12.0,943.0,1120.0,470.0,1215.0,1123.0,439.0,979.0,1840.0,0.1982943815788471,2013.0,,38.74453036032367,-9.158836198196472,0,38,8.0,11346.0,1418.25,2,3,3,2
28156,Lorenzo Hill,male,1967-12-13 01:57:00,5.0,2.0,1.0,3.0,4598.0,225.0,11.0,651.0,829.0,542.0,993.0,1256.0,618.0,970.0,2095.0,0.1949050178228347,2011.0,,38.75704780612647,-9.107742601785944,0,56,10.0,10682.0,1068.2,0,3,3,2
22155,Ruth Tran,female,1966-12-17 12:33:00,5.0,1.0,1.0,3.0,4830.0,202.0,19.0,475.0,825.0,392.0,1228.0,1009.0,498.0,916.0,1947.0,0.201972883259784,2015.0,,38.73596562742709,-9.137317264383448,0,57,6.0,10375.0,1729.1666666666667,0,3,3,2
12101,Msc. Paul Doe,male,1962-10-18 10:56:00,5.0,2.0,1.0,2.0,4651.0,176.0,21.0,417.0,906.0,527.0,1045.0,1143.0,539.0,899.0,2048.0,0.1997719626279773,2009.0,,38.75172349830956,-9.187521833913506,0,61,12.0,10303.0,858.5833333333334,2,3,3,2
8283,Msc. Dawn Worrell,female,1943-01-02 06:41:00,1.0,4.0,1.0,3.0,4875.0,231.0,23.0,528.0,771.0,378.0,979.0,1056.0,443.0,676.0,2066.0,0.2071029910216393,2008.0,903290.0,38.73518738347449,-9.149506142187896,0,80,13.0,9937.0,764.3846153846154,2,3,3,2
19813,Jim Michael,male,1958-08-12 01:02:00,4.0,1.0,1.0,4.0,4794.0,193.0,18.0,695.0,768.0,370.0,1131.0,1004.0,537.0,1034.0,1889.0,0.2058504607432749,2016.0,,38.77372975584951,-9.16865974449999,0,65,5.0,10526.0,2105.2,0,3,3,2
25632,Edmond Liner,male,1968-05-10 01:03:00,2.0,3.0,1.0,2.0,4910.0,214.0,20.0,666.0,874.0,522.0,1077.0,1137.0,565.0,1063.0,2151.0,0.2009169068077536,2009.0,,38.76278008552878,-9.15625296645394,0,55,12.0,11028.0,919.0,0,3,3,2
8886,Phd. Shonda Welch,female,1980-01-05 09:12:00,3.0,0.0,1.0,3.0,5042.0,221.0,17.0,592.0,778.0,548.0,1238.0,904.0,500.0,970.0,2029.0,0.1976325462561688,2009.0,965797.0,38.76726479746629,-9.163514119135078,0,43,12.0,10793.0,899.4166666666666,3,3,3,2
